GeneCluster	X1	X2	p.value
FUT2	2	-0.641	0.617	7.04739290660365e-11
MAMSTR	2	-0.424	0.608	2.94003951381768e-05
RASIP1	2	-0.288	0.27	0.00920960674174963
BAX	1	0.617	-0.617	7.99348500667452e-10
LHB	1	0.531	-0.539	2.03398511039096e-07
HRC	1	0.436	-0.209	0.0287411374431003
TRPM4	1	0.591	-0.645	2.57380835951095e-09
SLC6A16	2	-0.544	0.534	9.04762362246703e-08
TEAD2	2	-0.466	0.548	1.33492359509649e-06
DKKL1	2	-0.541	0.709	4.85332202245145e-07
ALDH16A1	1	0.384	-0.417	0.000344715086803973
FLT3LG	2	-0.338	0.324	0.00191759584050458
RPL13A	2	-0.485	0.447	9.22270582443504e-06
RPS11	2	-0.363	0.389	0.000449272902571079
FCGRT	2	-0.43	0.525	1.44435633604217e-05
RCN3	2	-0.282	0.397	0.00736152377888062
PRR12	2	-0.266	0.309	0.00818763540745628
SCAF1	2	-0.219	0.281	0.0233938969760859
BCL2L12	2	-0.512	0.548	3.20129824482952e-07
PNKP	1	0.234	-0.212	0.0482027988192714
SIGLEC11	1	0.237	-0.285	0.0158774681239851
TBC1D17	2	-0.325	0.375	0.0013570894180352
VRK3	2	-0.211	0.259	0.0311572250482656
ZNF473	2	-0.358	0.448	0.00109758808839739
IZUMO2	2	-0.284	0.287	0.00792388079920441
MYH14	2	-0.603	0.628	2.35795954361745e-10
NR1H2	2	-0.434	0.485	1.43243543733163e-05
NAPSA	2	-0.46	0.489	4.76283103846144e-06
POLD1	2	-0.438	0.472	1.10084125724797e-05
FAM71E1	2	-0.432	0.515	1.50687354666145e-05
SYT3	2	-0.265	0.269	0.0149015556990965
CLEC11A	2	-0.669	0.766	2.30509153007885e-12
KLK1	1	0.215	-0.216	0.0464144114047675
KLK15	2	-0.448	0.483	2.77203992638213e-05
KLK13	2	-0.624	0.584	7.63801394233125e-10
KLK14	2	-0.28	0.205	0.0267382042787096
SIGLEC9	1	0.327	-0.254	0.00872948872514131
VSIG10L	2	-0.596	0.585	3.77809852816312e-09
ETFB	1	0.239	-0.265	0.0250590481544076
NKG7	1	0.373	-0.379	0.000398494156308376
SIGLEC10	1	0.412	-0.426	6.6736639541757e-05
SIGLEC12	1	0.396	-0.413	0.000128573640030764
SIGLEC14	1	0.294	-0.3	0.00597571343978555
FPR1	1	0.253	-0.295	0.0111842087027388
FPR2	1	0.319	-0.36	0.0014514228452825
FPR3	1	0.339	-0.291	0.00442473110443202
ZNF577	2	-0.456	0.478	1.13669853092407e-05
ZNF615	2	-0.253	0.213	0.0377136452454713
ZNF616	2	-0.409	0.396	0.000233936059042414
ZNF649	2	-0.454	0.523	4.38616825228074e-06
ZNF836	2	-0.69	0.722	1.35006663279251e-11
ZNF766	2	-0.312	0.391	0.00789432121794779
ZNF480	1	0.209	-0.274	0.0299781302518868
ZNF610	2	-0.521	0.615	5.12969411486311e-07
ZNF528	2	-0.232	0.281	0.027863562129637
ZNF578	2	-0.381	0.505	9.80497348483156e-05
ZNF321P	2	-0.195	0.288	0.0411200345703836
ZNF702P	2	-0.341	0.332	0.00159592669814804
ZNF816	2	-0.265	0.309	0.0253062117946235
ZNF415	2	-0.71	0.687	8.10389553218505e-14
ZNF665	2	-0.537	0.563	9.33557107140732e-08
ZNF677	2	-0.561	0.579	4.7063214197073e-08
VN1R2	2	-0.245	0.205	0.0374850614476062
ZNF525	2	-0.355	0.377	0.00167051311936809
ZNF765	2	-0.279	0.325	0.0164980890103215
NLRP12	2	-0.271	0.287	0.0158638919553374
MBOAT7	2	-0.209	0.272	0.0324391752879514
TSEN34	2	-0.186	0.306	0.032437382188604
RPS9	2	-0.473	0.493	4.16428192358896e-06
LILRA3	1	0.281	-0.24	0.016797188838097
LILRA5	1	0.384	-0.16	0.0346741805755065
LILRA6	1	0.338	-0.222	0.0173919856487764
LILRB2	1	0.351	-0.331	0.00158653551761482
LILRB3	1	0.291	-0.196	0.0317935415886888
LILRB5	1	0.372	-0.336	0.00111464175595755
LAIR1	1	0.312	-0.253	0.0112476388167508
LILRB1	1	0.297	-0.34	0.00285277186272556
KIR2DL3	1	0.456	-0.344	0.00219242776117926
KIR2DL4	1	0.256	-0.228	0.028686771731327
KIR2DS4	1	0.256	-0.234	0.0247394768744702
NLRP2	2	-0.294	0.274	0.00807671154588779
GP6	2	-0.174	0.302	0.0345685778581371
RDH13	1	0.445	-0.528	4.46053736828278e-06
EPS8L1	2	-0.378	0.508	7.59641800396949e-05
PPP1R12C	2	-0.269	0.278	0.0136359299511703
DNAAF3	2	-0.414	0.432	6.32218404597507e-05
TNNI3	2	-0.368	0.459	0.000133764217780763
PTPRH	1	0.387	-0.452	6.18552724624056e-05
TMEM86B	2	-0.315	0.31	0.00343155094111027
PPP6R1	2	-0.232	0.263	0.0233145886989115
HSPBP1	2	-0.213	0.296	0.0221749893755462
TMEM150B	1	0.286	-0.275	0.00964003659502224
IL11	1	0.274	-0.301	0.00731800324715223
RPL28	2	-0.274	0.292	0.00914592092975489
UBE2S	1	0.285	-0.308	0.00565952140248301
ISOC2	1	0.309	-0.256	0.0141053282862733
ZNF628	2	-0.297	0.389	0.0017652286120687
NAT14	2	-0.172	0.312	0.0479859406749909
ZNF579	2	-0.338	0.387	0.000748354646585802
FIZ1	2	-0.327	0.363	0.00134595313157099
ZNF580	2	-0.5	0.566	2.201410727219e-07
ZNF581	2	-0.49	0.521	8.82851819243072e-07
CCDC106	2	-0.223	0.326	0.0153899532569187
EPN1	2	-0.32	0.346	0.00181690483399747
NLRP9	2	-0.424	0.391	0.000101495034098906
NLRP11	2	-0.452	0.425	2.48200120549751e-05
ZNF787	2	-0.211	0.245	0.0367523513671629
ZSCAN5B	2	-0.447	0.54	4.29818594728795e-06
ZSCAN5A	2	-0.443	0.522	5.47180649091282e-06
ZNF667	2	-0.638	0.69	5.16914059324829e-11
ZNF471	2	-0.333	0.346	0.00243398182573162
ZFP28	2	-0.229	0.222	0.0464356924765644
ZNF71	2	-0.512	0.584	2.6930501673611e-06
ZNF835	2	-0.797	0.822	8.55160026337164e-21
MIMT1	2	-0.32	0.342	0.00209039350219313
ZNF264	2	-0.257	0.248	0.0312247274000911
ZNF543	2	-0.32	0.261	0.00913483851325616
ZNF304	2	-0.344	0.299	0.00525920979208306
ZNF548	2	-0.291	0.309	0.0118167936990668
ZNF749	2	-0.544	0.546	6.78736428029662e-08
VN1R1	2	-0.226	0.275	0.0265631530051411
ZNF772	2	-0.371	0.317	0.00131701298929395
ZNF773	2	-0.577	0.568	1.33588682752544e-08
ZNF549	2	-0.498	0.506	1.31344735917077e-06
ZNF550	2	-0.405	0.359	0.000385469272065419
ZNF416	2	-0.642	0.71	7.1517484022536e-11
ZIK1	2	-0.615	0.663	4.59204057049769e-10
ZNF530	2	-0.296	0.288	0.0174215551211008
ZNF211	2	-0.444	0.444	3.25408054464609e-05
ZNF551	2	-0.385	0.372	0.000657114028942394
ZNF154	2	-0.584	0.576	5.70308565493905e-09
ZNF671	2	-0.624	0.684	1.84800193180989e-11
ZNF776	2	-0.28	0.228	0.0234471322441571
ZNF586	2	-0.337	0.358	0.0024564226961791
ZNF552	2	-0.339	0.34	0.00347493429349617
ZNF814	2	-0.301	0.302	0.00589962863334875
ZNF418	2	-0.551	0.552	1.01461605234294e-07
ZSCAN1	2	-0.661	0.698	3.71875596035704e-13
ZNF135	2	-0.621	0.668	6.62052853304569e-11
ZSCAN18	2	-0.727	0.756	2.71265432711615e-16
ZNF329	2	-0.585	0.569	1.1556295269205e-08
ZNF544	2	-0.621	0.583	1.08689336768883e-09
ZSCAN22	2	-0.466	0.473	9.73652834414536e-06
A1BG	2	-0.63	0.618	9.43205793420614e-11
ZNF497	2	-0.771	0.821	1.3744017584037e-19
CHMP2A	1	0.323	-0.25	0.0115433544450268
RPS5	2	-0.453	0.445	1.81561573467521e-05
SLC27A5	2	-0.625	0.638	1.14502144034329e-10
TRIM28	2	-0.282	0.309	0.00629104659264937
ZNF324B	2	-0.411	0.439	7.78784220097966e-05
ZNF837	2	-0.21	0.283	0.0405302509481383
NRSN2	1	0.604	-0.249	0.000844993186006817
SOX12	2	-0.114	0.51	0.0171051125494767
ZCCHC3	2	-0.119	0.722	0.010770755437116
CSNK2A1	1	0.558	-0.072	0.0363689474560812
SRXN1	1	0.62	-0.208	0.0146759497038539
SLC52A3	2	-0.243	0.208	0.0363351870697365
PSMF1	2	-0.063	0.867	0.0110204387439144
FKBP1A	1	0.565	-0.044	0.045340550922371
SIRPB1	2	-0.375	0.552	0.000126240741528649
SIRPG	1	0.315	-0.367	0.000901363230286063
SIRPA	2	-0.428	0.636	1.29500008741707e-06
ZNF343	2	-0.159	0.496	0.0367859142167773
NOP56	1	0.48	-0.128	0.0140576697863882
PCED1A	2	-0.429	0.906	3.31772849537348e-07
PTPRA	1	0.811	-0.423	6.12299924497363e-07
OXT	2	-0.288	0.861	0.00989830099813897
LZTS3	2	-0.261	0.448	0.00217475635962519
DDRGK1	1	0.782	-0.534	1.08227210676869e-08
ITPA	1	0.612	-0.261	0.000528602617432482
SLC4A11	1	0.727	-0.145	0.00985854830430159
ADAM33	1	0.45	-0.111	0.0415066152748358
SIGLEC1	1	0.292	-0.169	0.0493881918255048
SPEF1	2	-0.202	0.353	0.0198150437483408
CDC25B	1	0.637	-0.526	1.46626076527686e-08
SMOX	2	-0.343	0.636	4.97572214726981e-05
PRNP	1	0.341	-0.3	0.00301024195633901
SLC23A2	1	0.42	-0.263	0.00172112276078489
PCNA	1	0.615	-0.452	2.33556741551478e-06
CDS2	1	0.539	-0.26	0.00216028616672024
GPCPD1	2	-0.351	0.31	0.00164017146190571
CHGB	2	-0.288	0.22	0.0147523577070002
CRLS1	1	0.453	-0.193	0.0101629655441887
FERMT1	2	-0.447	0.586	2.1058110073785e-05
TMX4	1	0.473	-0.465	9.3579982398133e-06
ANKEF1	2	-0.66	0.745	5.26552808327514e-09
JAG1	1	0.509	-0.335	0.000351866484180036
ISM1	1	0.35	-0.377	0.000486831449952741
TASP1	2	-0.24	0.377	0.0108911857458667
NDUFAF5	1	0.55	-0.473	1.42693427216054e-06
SEL1L2	2	-0.351	0.531	0.000599391772349136
KIF16B	2	-0.297	0.268	0.0136255903535603
BFSP1	2	-0.551	0.676	8.65282999229141e-08
DSTN	2	-0.219	0.332	0.0179929763802063
MGME1	2	-0.361	0.544	0.000378258695270219
CSRP2BP	2	-0.297	0.8	0.00595296929273019
ZNF133	2	-0.158	0.462	0.0461802133643637
DZANK1	2	-0.185	0.453	0.0448120215726225
LINC00493	2	-0.319	0.534	0.000489153595126101
DTD1	2	-0.374	0.624	0.000118433248197438
RIN2	2	-0.373	0.334	0.00187178413202756
RALGAPA2	2	-0.301	0.329	0.0123226430697072
CD93	1	0.47	-0.456	1.1849525580206e-05
CST9	1	0.535	-0.166	0.0447910336747489
CST1	2	-0.237	0.262	0.0270114438228383
GGTLC1	1	0.396	-0.374	0.000186468031688293
CST7	1	0.42	-0.372	0.000191873543498264
APMAP	2	-0.141	0.603	0.0402054380763014
ENTPD6	2	-0.583	0.739	2.47100727030734e-10
PYGB	2	-0.41	0.387	0.000113715455476862
GINS1	1	0.292	-0.251	0.0145599458949095
NINL	2	-0.422	0.578	4.11159360126219e-05
NANP	1	0.499	-0.403	6.00275870246249e-05
FAM182B	2	-0.236	0.714	0.0223644629736699
FRG1B	2	-0.383	0.48	0.00022914537011527
REM1	1	0.386	-0.264	0.0108787796846229
HM13	1	0.74	-0.49	3.68686114193864e-08
COX4I2	1	0.652	-0.195	0.030253142771609
TPX2	1	0.49	-0.357	0.00110884130377654
FOXS1	1	0.502	-0.318	0.0015245916612819
DUSP15	2	-0.569	0.973	1.12882344625695e-06
PDRG1	2	-0.113	0.77	0.044074215530002
HCK	1	0.404	-0.404	9.60684945688146e-05
TSPY26P	2	-0.227	0.508	0.00514815832622522
PLAGL2	2	-0.474	0.658	1.95444439094302e-06
POFUT1	1	0.475	-0.139	0.0198953872171467
MAPRE1	2	-0.214	0.679	0.00140950727305483
ACTL10	1	0.575	-0.179	0.00705042249049923
PXMP4	2	-0.48	1.006	4.77569683522047e-05
ZNF341	2	-0.323	0.477	0.00034151722613839
ASIP	1	0.283	-0.276	0.0095287284688263
ITCH	1	0.288	-0.296	0.00758020226146708
PIGU	1	0.738	0.016	0.0329677001510168
NCOA6	2	-0.151	0.472	0.0167396038669885
GGT7	2	-0.134	0.558	0.0292350108266539
ACSS2	2	-0.138	0.354	0.0379027955281535
GSS	1	0.866	-0.336	4.82735321086045e-05
MMP24	2	-0.099	0.619	0.0259674524197508
CNBD2	1	0.715	-0.227	0.00147803915697202
LINC00657	1	0.305	-0.248	0.0179889869243062
EPB41L1	1	0.589	-0.175	0.0038776020423874
AAR2	2	-0.141	0.565	0.0103087259201752
TGIF2	2	-0.405	0.568	1.4510341694368e-05
SLA2	1	0.315	-0.35	0.00126880287697001
NDRG3	1	0.692	-0.264	0.000307131924873593
DSN1	1	0.602	-0.534	3.56152793479794e-07
RPN2	1	0.65	-0.375	2.70081884077347e-05
VSTM2L	1	0.557	-0.424	8.49327540745719e-06
TTI1	1	0.635	-0.042	0.0315608191051072
SNHG17	2	-0.294	0.347	0.00250742018438814
SNORA71B	2	-0.223	0.354	0.0162241865975784
SNORA71A	2	-0.232	0.204	0.0417135065407885
FAM83D	1	0.48	-0.465	5.64700692580254e-05
MAFB	1	0.426	-0.334	0.000352970761971532
TOP1	1	0.333	-0.404	0.000556515100541528
PLCG1	1	0.818	-0.274	0.000557772352625169
ZHX3	1	0.752	-0.495	7.14332395090444e-08
EMILIN3	1	0.569	-0.498	4.76236472908452e-07
CHD6	2	-0.218	0.344	0.0217158929738032
L3MBTL1	2	-0.28	0.326	0.00523930565077962
IFT52	2	-0.088	0.596	0.0346589534457614
MYBL2	1	0.437	-0.215	0.0168112127468285
GTSF1L	1	0.21	-0.285	0.0195063338285991
TOX2	1	0.489	-0.436	1.73347668408563e-05
OSER1	2	-0.259	0.518	0.00235380123201334
TTPAL	1	0.485	-0.232	0.0076356741574559
SERINC3	1	0.437	-0.339	0.00115340468550862
PKIG	2	-0.051	0.603	0.039055791436839
ADA	2	-0.167	0.415	0.0204253944792043
RIMS4	2	-0.32	0.4	0.00196198492186813
YWHAB	1	0.665	-0.279	0.000192723932211801
TOMM34	2	-0.041	0.569	0.045450825135058
RBPJL	2	-0.315	0.259	0.00646558892734519
SDC4	2	-0.531	0.527	1.71916677501189e-07
SYS1	2	-0.342	0.896	0.000177300606550534
DBNDD2	2	-0.208	0.587	0.00984779555716321
WFDC10A	2	-0.23	0.291	0.0161952439715489
WFDC10B	2	-0.207	0.319	0.0352654478613839
WFDC13	1	0.298	-0.241	0.0214095353537994
UBE2C	1	0.601	-0.304	0.00801685404848002
NEURL2	2	-0.197	0.448	0.0077696746577535
PCIF1	2	-0.144	0.397	0.0210232982721046
MMP9	1	0.507	-0.302	0.00289766363483253
CD40	2	-0.345	0.797	0.00254044047212175
SLC35C2	2	-0.198	0.507	0.00426532372319428
ZNF334	2	-0.268	0.268	0.0133798335939937
SLC2A10	1	0.376	-0.408	0.000189037353531117
EYA2	2	-0.194	1.13	0.0370187937888618
ZMYND8	1	0.753	-0.588	4.7936234562631e-09
NCOA3	1	0.39	-0.247	0.00629075036158372
SULF2	1	0.779	-0.506	2.85819044127109e-07
LINC00494	1	0.396	-0.546	4.44125239337814e-06
PREX1	1	0.444	-0.473	1.85688437432767e-05
ARFGEF2	1	0.388	-0.366	0.000606838667209223
CSE1L	1	0.596	-0.287	0.000400099732722851
DDX27	1	0.571	-0.161	0.0063856192704419
ZFAS1	2	-0.423	0.529	8.90284744808232e-05
PTGIS	2	-0.281	0.428	0.00334643172915813
SPATA2	2	-0.175	0.73	0.0245674222078782
SNAI1	1	0.605	-0.194	0.013732478980228
PTPN1	1	0.606	-0.127	0.0215665663832297
BCAS4	2	-0.559	0.452	4.42728220755235e-07
NFATC2	1	0.312	-0.364	0.00108691727711198
ATP9A	1	0.832	-0.469	2.48593139053151e-07
ZFP64	2	-0.374	0.662	0.000602795981927367
ZNF217	2	-0.673	0.662	2.43092165411532e-11
CYP24A1	1	0.246	-0.237	0.0239869121038986
CBLN4	1	0.215	-0.288	0.0164489638499771
FAM210B	2	-0.32	0.523	0.000269147159892025
AURKA	1	0.581	-0.42	0.000132380783694435
CASS4	1	0.312	-0.385	0.000829322903223288
TFAP2C	1	0.491	-0.316	0.000348725151681658
RBM38	2	-0.297	0.587	0.000863496886814044
PCK1	1	0.545	-0.419	2.85466077466072e-05
PMEPA1	1	0.361	-0.19	0.0183773339448723
PPP4R1L	2	-0.198	0.307	0.0393378883833213
RAB22A	1	0.342	-0.178	0.0379438588134393
NELFCD	1	0.697	-0.015	0.0357045435139424
CTSZ	2	-0.381	0.452	8.70669895665421e-05
ZNF831	1	0.295	-0.329	0.00271879515985299
FAM217B	1	0.247	-0.335	0.00704872299245209
LSM14B	2	-0.499	1.049	1.04820373929439e-05
PSMA7	1	0.574	-0.426	1.70338074215046e-05
OSBPL2	2	-0.199	0.299	0.0301394360485701
LAMA5	1	0.608	-0.38	8.0526617638288e-06
RPS21	2	-0.335	0.561	0.00052046917405757
CABLES2	2	-0.347	0.735	0.000499571394319359
GATA5	1	0.397	-0.2	0.0219363412927412
SLCO4A1	2	-0.227	0.384	0.00667505327283658
MRGBP	1	1.034	-0.304	0.000224697610302768
COL9A3	1	0.618	-0.485	1.04896872974888e-06
DIDO1	2	-0.263	0.707	0.00132518004238948
GID8	2	-0.281	0.753	0.00110943694246872
SLC17A9	1	0.434	-0.452	1.60965872904069e-05
BIRC7	1	0.382	-0.124	0.0390843231476605
KCNQ2	1	0.34	-0.421	0.000207582282495698
EEF1A2	1	0.346	-0.407	0.000261628778775658
PPDPF	2	-0.125	0.627	0.0171805384873224
GMEB2	2	-0.314	0.581	7.99675770098731e-05
ARFRP1	2	-0.053	0.557	0.0398295491053992
LIME1	1	0.314	-0.212	0.0153978601642591
RGS19	1	0.571	-0.109	0.0161488996019202
RTEL1	1	0.817	-0.077	0.00999153052794781
SAMD10	2	-0.423	0.524	1.50591555474433e-05
STMN3	1	0.535	-0.102	0.0172439367376783
TPD52L2	2	-0.467	1.1	9.84741733616398e-07
ZGPAT	2	-0.025	0.675	0.0296791773924408
ZNF512B	2	-0.373	0.689	2.97384591607485e-05
RBM11	2	-0.508	0.349	2.31369768123589e-05
SAMSN1	1	0.384	-0.41	0.000738214049103759
NRIP1	2	-0.301	0.191	0.0283470176275012
USP25	1	0.469	-0.363	0.000165575166993891
CXADR	2	-0.289	0.22	0.0209993032140885
BTG3	1	0.466	-0.315	0.00414927329383461
NCAM2	2	-0.501	0.488	2.69592348238354e-06
LINC00158	1	0.386	-0.398	0.000355388541963231
MIR155HG	1	0.445	-0.406	0.000172390416702346
APP	1	1.002	-0.312	3.78348197749678e-06
ADAMTS1	2	-0.429	0.365	0.000301045211919329
ADAMTS5	1	0.535	-0.362	0.000266943571628218
RWDD2B	2	0.034	0.836	0.0281626417465637
BACH1	1	0.201	-0.309	0.0153181713691003
TIAM1	2	-0.234	0.225	0.0456287791912385
URB1	1	0.556	-0.112	0.0080756215503925
OLIG2	1	0.236	-0.292	0.00799417884268664
OLIG1	1	0.448	-0.466	3.3466300510319e-06
IFNAR2	1	0.671	-0.413	1.94221703637502e-05
IL10RB	1	1.185	-0.122	0.000357671558910451
IFNAR1	1	0.604	-0.345	0.00010546874897023
DNAJC28	1	0.399	-0.274	0.00766085608511569
GART	1	0.752	-0.253	0.000201854517318783
DONSON	1	0.395	-0.29	0.00259174675428083
MRPS6	1	1.121	0.021	0.00383064283375105
SLC5A3	1	0.333	-0.238	0.01516178581808
KCNE1	1	1.012	-0.311	0.00184452735686102
KCNE2	1	0.583	-0.442	1.30848045927288e-05
RUNX1	1	0.72	-0.549	1.65973921304017e-08
SETD4	1	0.65	0.06	0.0356258365219069
CBR1	1	0.716	-0.208	0.00112416912756338
CBR3	1	0.899	-0.235	1.78948209070049e-05
MORC3	1	0.196	-0.293	0.0289083589806759
CHAF1B	1	0.449	-0.24	0.0149025307980901
HLCS	1	0.788	-0.526	7.75794407514217e-09
KCNJ6	1	0.324	-0.439	7.93130450263074e-05
ETS2	1	0.527	-0.329	0.000567306047631847
PSMG1	1	0.816	-0.082	0.00593657465738753
RIPK4	2	-0.363	0.466	0.000129907144823102
C2CD2	1	0.91	-0.515	2.15903050700639e-06
ABCG1	2	-0.129	0.74	0.0163785954683874
TFF3	2	-0.472	0.51	1.26133654075283e-06
UBASH3A	1	0.354	-0.305	0.00642284886244352
RSPH1	2	-0.237	0.425	0.0103818917692541
WDR4	1	0.925	-0.133	0.000432324430334683
PKNOX1	1	0.338	-0.182	0.0210302921933123
CBS	1	0.62	-0.022	0.0343896182597645
SIK1	2	-0.5	0.518	5.32228177293749e-07
AGPAT3	1	1.029	0.033	0.0130736046510367
TRAPPC10	1	0.542	-0.135	0.0210742953404834
PWP2	1	1.078	-0.002	0.00654913959662767
DNMT3L	2	-0.272	0.189	0.0198724536927475
TRPM2	1	0.49	-0.426	3.72112558976954e-05
ITGB2	1	0.345	-0.17	0.0294102561275922
COL18A1	1	0.862	-0.488	2.27822326492153e-09
SLC19A1	1	0.884	0.018	0.00657960010673687
LSS	2	-0.134	0.809	0.0131812579359389
DIP2A	1	0.622	-0.4	5.64902347118794e-07
CECR1	1	0.352	-0.301	0.00332814621617727
ATP6V1E1	1	0.358	-0.39	0.000471286741731661
BCL2L13	1	0.64	-0.634	1.01910545895687e-10
PEX26	2	-0.259	0.331	0.00805599159719208
TUBA8	1	0.66	-0.569	4.77472507785961e-08
ARVCF	2	-0.379	0.443	0.000150343851770373
CDC45	1	0.354	-0.39	0.000426643135809357
CLDN5	1	0.327	-0.239	0.0123108157468232
CLTCL1	2	-0.355	0.488	0.000161214221059012
COMT	1	0.695	-0.444	6.20535485862851e-07
CRKL	2	-0.177	0.469	0.00983863013274947
DGCR14	2	-0.194	0.428	0.00777509605924044
DGCR5	1	0.232	-0.304	0.0137008598630447
DGCR8	2	-0.32	0.34	0.00173263780087219
GGT3P	1	0.461	-0.431	2.36397931478672e-05
GNB1L	1	0.45	-0.285	0.00192219317085744
HIC2	2	-0.244	0.417	0.00394161263683147
KLHL22	1	0.505	-0.276	0.000862928455886497
MED15	1	0.649	-0.246	0.00153401234136635
MRPL40	1	0.462	-0.327	0.000453020024709341
P2RX6	1	0.904	-0.577	2.7493417622833e-08
PRODH	2	-0.205	0.225	0.0461691205899789
RIMBP3C	1	0.807	-0.542	1.13643738902632e-07
RIMBP3	1	0.797	-0.605	6.1234653175473e-10
SEPT5	1	0.455	-0.288	0.00143638635381647
SLC25A1	2	-0.285	0.506	0.000675288190429339
SLC7A4	2	-0.233	0.417	0.00498566167155026
TANGO2	2	-0.387	0.433	9.37021920494842e-05
TBX1	1	0.527	-0.151	0.0356212475101782
TMEM191A	1	0.544	-0.419	8.84062254030962e-06
TXNRD2	1	0.672	-0.383	5.01271517151709e-05
UFD1L	1	0.485	-0.498	2.11778183070822e-06
YDJC	1	0.45	-0.358	0.000223721540963416
YPEL1	2	-0.231	0.378	0.0111610764204759
ZDHHC8	2	-0.207	0.459	0.00603758656070186
ZNF74	2	-0.536	0.644	2.34314601476214e-08
MAPK1	1	0.657	-0.559	1.21899761764814e-09
GGTLC2	1	0.504	-0.427	1.27848533770336e-05
TOP3B	2	-0.214	0.452	0.00556966477962728
ZDHHC8P1	2	-0.25	0.3	0.0129307378997117
ZNF280A	1	0.323	-0.244	0.0110572564863528
IGLL1	2	-0.412	0.482	8.39092688320423e-05
RGL4	1	0.287	-0.332	0.00357625576050459
ZNF70	2	-0.465	0.659	1.89504728739678e-07
MMP11	1	0.577	-0.454	2.45049309111763e-06
SLC2A11	2	-0.336	0.526	0.000115421847000589
GSTT2	2	-0.325	0.318	0.00302492549040784
SUSD2	1	0.47	-0.264	0.00210175716908037
ADORA2A	1	0.26	-0.266	0.023195969528149
GUCD1	1	0.362	-0.142	0.033831423089444
SNRPD3	1	0.352	-0.189	0.0208258895799283
GGT1	1	0.474	-0.432	1.4227738937052e-05
SGSM1	1	0.561	-0.577	1.23378473093344e-08
KIAA1671	2	-0.223	0.221	0.040253618582747
LRP5L	2	-0.258	0.203	0.0330650278129628
HPS4	2	-0.193	0.267	0.0383034118229699
TPST2	1	0.561	-0.538	5.82684551458301e-08
MIAT	1	0.236	-0.266	0.0189714455380017
MN1	1	0.332	-0.235	0.0225158672896802
PITPNB	1	0.538	-0.562	5.73809285350877e-08
CHEK2	1	0.473	-0.469	7.84417579590518e-06
CCDC117	1	0.237	-0.353	0.00708583763161039
XBP1	1	0.519	-0.47	1.41786151996662e-06
KREMEN1	2	-0.451	0.464	2.56860405809266e-05
EMID1	1	0.646	-0.329	0.00034071095769729
RASL10A	1	0.249	-0.266	0.0162452047158439
RFPL1	1	0.364	-0.298	0.00552317397086113
NEFH	1	0.388	-0.197	0.0353462761669276
NIPSNAP1	2	-0.578	0.691	1.64420578653121e-10
CABP7	1	0.221	-0.264	0.0237525219482249
UQCR10	1	0.442	-0.256	0.00351630167319725
MTMR3	2	-0.287	0.346	0.00325028529676597
LIF	1	0.357	-0.437	0.000154411333890099
GATSL3	2	-0.397	0.607	1.61732424931675e-05
TBC1D10A	1	0.711	-0.443	8.86910726155931e-05
SF3A1	2	-0.162	0.359	0.0253208500778731
CCDC157	2	-0.126	0.37	0.0476073111270566
RNF215	1	0.427	-0.403	9.84373774301801e-05
SLC35E4	2	-0.305	0.392	0.00127239666978284
DUSP18	2	-0.639	0.678	6.34153102555403e-11
OSBP2	2	-0.224	0.26	0.0258159437774247
MORC2	1	0.726	-0.635	2.70404708572545e-12
INPP5J	1	0.326	-0.358	0.00117394878365691
PIK3IP1	1	0.364	-0.329	0.00121016569742564
PATZ1	2	-0.221	0.448	0.00360271313504213
DRG1	1	0.485	-0.219	0.00347003151428882
SFI1	1	0.437	-0.437	2.63963433125111e-05
PISD	1	0.702	-0.485	4.59276747687057e-08
PRR14L	1	0.4	-0.402	0.000192202632298055
DEPDC5	1	0.569	-0.303	0.000794469933375962
YWHAH	1	0.56	-0.372	2.55300778368507e-05
RFPL2	1	0.422	-0.38	0.000331039495107138
SLC5A4	1	0.261	-0.242	0.0198999065056962
RFPL3S	1	0.258	-0.322	0.00709301959150219
FBXO7	2	-0.401	0.539	2.60957616179159e-05
SYN3	2	-0.379	0.595	4.72208321469624e-05
TIMP3	2	-0.434	0.458	9.08099945023454e-05
LARGE	2	-0.353	0.377	0.000805654098241867
HMGXB4	1	0.154	-0.297	0.0428525512036703
HMOX1	1	0.375	-0.269	0.00609388254152124
MCM5	2	-0.217	0.385	0.00801277304909052
RASD2	1	0.506	-0.474	1.21460772420489e-05
APOL6	1	0.374	-0.427	0.000120497120118543
RBFOX2	1	0.591	-0.638	5.03238504338944e-10
APOL3	1	0.326	-0.362	0.00109454823038741
APOL4	1	0.31	-0.33	0.00249291368946463
APOL1	1	0.335	-0.387	0.000587386042532811
APOL2	1	0.328	-0.324	0.00218414725158238
EIF3D	2	-0.318	0.488	0.000553459612714024
NCF4	1	0.288	-0.301	0.00624213774196748
CSF2RB	1	0.26	-0.297	0.00894798545746792
TST	2	-0.182	0.437	0.0155152587391876
MPST	2	-0.251	0.371	0.00440635303030207
KCTD17	1	0.804	-0.657	1.32279028696326e-12
TMPRSS6	1	0.434	-0.474	1.25630517621895e-05
IL2RB	1	0.308	-0.328	0.00259330103348625
C1QTNF6	1	0.549	-0.296	0.0036864968334329
SSTR3	1	0.211	-0.221	0.0457434011946991
RAC2	1	0.272	-0.311	0.0063298607729796
CYTH4	1	0.306	-0.337	0.00258102222332673
